customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,segment
2520,2015-12-06,3,6,25,5,2,2,9,Potential
2521,2015-12-14,3,10,17,5,2,3,10,Loyal
2522,2014-08-08,3,8,510,1,2,2,5,Churned
2523,2015-07-04,5,15,180,3,4,5,12,Loyal
2524,2015-12-05,10,28,26,5,5,5,15,Champion
2525,2015-11-16,5,11,45,5,4,4,13,Champion
2526,2015-10-16,2,4,76,4,1,1,6,At-Risk
2527,2015-08-11,2,5,142,3,1,1,5,At-Risk
2528,2015-10-19,3,7,73,4,2,2,8,Potential
2530,2015-08-30,4,11,123,3,3,4,10,Loyal
2531,2014-08-24,2,4,494,1,1,1,3,Churned
2532,2015-07-06,3,12,178,3,2,4,9,Potential
2533,2014-12-23,3,7,373,1,2,2,5,Churned
2534,2015-11-08,6,14,53,4,5,4,13,Champion
2535,2015-11-10,5,13,51,4,4,4,12,Loyal
2536,2015-11-07,3,7,54,4,2,2,8,Potential
2537,2015-10-14,3,8,78,4,2,2,8,Potential
2538,2015-07-27,3,7,157,3,2,2,7,Potential
2539,2015-11-15,2,4,46,5,1,1,7,Potential
2540,2015-03-05,6,17,301,2,5,5,12,Loyal
2541,2014-09-12,3,6,475,1,2,2,5,Churned
2542,2015-11-24,3,8,37,5,2,2,9,Potential
2543,2015-08-13,4,10,140,3,3,3,9,Potential
2544,2015-01-29,4,9,336,1,3,3,7,Potential
2545,2015-11-18,6,12,43,5,5,4,14,Champion
2546,2015-05-07,2,5,238,2,1,1,4,Churned
2547,2015-11-24,5,12,37,5,4,4,13,Champion
2548,2015-12-25,4,10,6,5,3,3,11,Loyal
2549,2015-08-24,7,16,129,3,5,5,13,Champion
2550,2015-12-23,7,16,8,5,5,5,15,Champion
2551,2015-10-21,3,6,71,4,2,2,8,Potential
2552,2015-01-05,5,13,360,1,4,4,9,Potential
2553,2015-07-20,6,14,164,3,5,4,12,Loyal
2555,2015-12-23,7,16,8,5,5,5,15,Champion
2556,2015-08-28,4,10,125,3,3,3,9,Potential
2557,2015-10-23,3,6,69,4,2,2,8,Potential
2558,2015-08-12,1,2,141,3,1,1,5,At-Risk
2559,2014-10-27,3,6,430,1,2,2,5,Churned
2560,2015-11-26,6,24,35,5,5,5,15,Champion
2561,2015-08-19,4,9,134,3,3,3,9,Potential
2562,2014-11-14,4,10,412,1,3,3,7,Potential
2563,2015-12-29,4,14,2,5,3,4,12,Loyal
2564,2015-07-14,4,10,170,3,3,3,9,Potential
2565,2015-09-28,4,12,94,4,3,4,11,Loyal
2566,2015-01-31,1,3,334,1,1,1,3,Churned
2567,2014-07-22,1,2,527,1,1,1,3,Churned
2568,2015-10-09,7,19,83,4,5,5,14,Champion
2569,2015-07-16,3,7,168,3,2,2,7,Potential
2570,2015-08-24,5,11,129,3,4,4,11,Loyal
2571,2015-07-17,3,8,167,3,2,2,7,Potential
2572,2015-05-27,1,2,218,2,1,1,4,Churned
2573,2015-01-03,5,16,362,1,4,5,10,Loyal
2574,2015-12-11,4,11,20,5,3,4,12,Loyal
2575,2015-03-13,2,4,293,2,1,1,4,Churned
2576,2014-12-25,2,4,371,1,1,1,3,Churned
2577,2015-10-25,4,8,67,4,3,2,9,Potential
2578,2015-12-01,7,18,30,5,5,5,15,Champion
2579,2015-04-08,3,6,267,2,2,2,6,Churned
2580,2015-11-17,5,12,44,5,4,4,13,Champion
2581,2015-12-14,5,12,17,5,4,4,13,Champion
2582,2015-11-14,2,12,47,4,1,4,9,Potential
2583,2015-03-26,2,5,280,2,1,1,4,Churned
2584,2015-04-25,8,20,250,2,5,5,12,Loyal
2585,2015-03-14,4,10,292,2,3,3,8,Potential
2586,2015-10-26,2,5,66,4,1,1,6,At-Risk
2587,2015-06-02,5,13,212,2,4,4,10,Loyal
2588,2015-12-28,2,5,3,5,1,1,7,Potential
2589,2015-04-29,7,19,246,2,5,5,12,Loyal
2590,2015-12-16,5,10,15,5,4,3,12,Loyal
2591,2014-12-10,2,4,386,1,1,1,3,Churned
2592,2015-10-01,6,16,91,4,5,5,14,Champion
2593,2014-10-13,3,6,444,1,2,2,5,Churned
2594,2015-05-21,4,8,224,2,3,2,7,Potential
2595,2015-01-23,5,17,342,1,4,5,10,Loyal
2597,2015-08-15,7,15,138,3,5,5,13,Champion
2598,2015-11-11,1,3,50,4,1,1,6,At-Risk
2599,2015-11-22,4,15,39,5,3,5,13,Champion
2600,2015-12-16,7,19,15,5,5,5,15,Champion
2601,2015-10-22,6,19,70,4,5,5,14,Champion
2602,2015-12-11,6,17,20,5,5,5,15,Champion
2603,2014-06-28,1,4,551,1,1,1,3,Churned
2604,2015-09-20,5,14,102,4,4,4,12,Loyal
2605,2014-08-30,2,6,488,1,1,2,4,Churned
2606,2015-01-26,3,8,339,1,2,2,5,Churned
2607,2014-11-20,2,4,406,1,1,1,3,Churned
2608,2015-09-19,4,8,103,4,3,2,9,Potential
2609,2015-08-26,2,5,127,3,1,1,5,At-Risk
2610,2015-10-21,3,7,71,4,2,2,8,Potential
2611,2014-12-29,3,7,367,1,2,2,5,Churned
2612,2015-05-31,7,18,214,2,5,5,12,Loyal
2613,2015-08-23,6,17,130,3,5,5,13,Champion
2614,2015-06-25,1,2,189,3,1,1,5,At-Risk
2615,2014-05-29,2,4,581,1,1,1,3,Churned
2616,2015-05-16,4,8,229,2,3,2,7,Potential
2617,2015-05-22,7,16,223,2,5,5,12,Loyal
2618,2015-12-03,5,16,28,5,4,5,14,Champion
2619,2014-12-24,3,7,372,1,2,2,5,Churned
2620,2015-12-14,4,8,17,5,3,2,10,Loyal
2621,2014-09-27,2,4,460,1,1,1,3,Churned
2622,2015-10-01,3,12,91,4,2,4,10,Loyal
2623,2015-10-10,3,9,82,4,2,3,9,Potential
2624,2015-08-18,2,4,135,3,1,1,5,At-Risk
2625,2015-11-18,10,31,43,5,5,5,15,Champion
2626,2014-08-09,2,7,509,1,1,2,4,Churned
2627,2015-10-31,3,8,61,4,2,2,8,Potential
2628,2014-12-02,1,2,394,1,1,1,3,Churned
2629,2015-12-06,5,19,25,5,4,5,14,Champion
2630,2015-02-15,3,7,319,2,2,2,6,Churned
2631,2015-09-27,3,7,95,4,2,2,8,Potential
2632,2015-09-23,9,24,99,4,5,5,14,Champion
2633,2015-11-27,6,16,34,5,5,5,15,Champion
2634,2015-04-22,1,5,253,2,1,1,4,Churned
2635,2015-09-17,2,6,105,4,1,2,7,Potential
2636,2015-09-11,2,10,111,3,1,3,7,Potential
2637,2014-09-18,2,4,469,1,1,1,3,Churned
2638,2014-10-10,2,5,447,1,1,1,3,Churned
2639,2015-11-12,3,8,49,4,2,2,8,Potential
2640,2015-04-22,1,2,253,2,1,1,4,Churned
2641,2015-03-01,5,12,305,2,4,4,10,Loyal
2642,2015-04-01,3,7,274,2,2,2,6,Churned
2643,2015-12-01,5,12,30,5,4,4,13,Champion
2644,2014-05-21,3,7,589,1,2,2,5,Churned
2645,2015-06-27,8,19,187,3,5,5,13,Champion
2646,2015-11-11,3,7,50,4,2,2,8,Potential
2648,2015-11-08,5,13,53,4,4,4,12,Loyal
2649,2015-11-28,4,9,33,5,3,3,11,Loyal
2650,2015-11-22,4,16,39,5,3,5,13,Champion
2651,2014-09-11,2,4,476,1,1,1,3,Churned
2652,2015-12-26,3,13,5,5,2,4,11,Loyal
2653,2015-12-07,5,12,24,5,4,4,13,Champion
2654,2015-11-25,6,19,36,5,5,5,15,Champion
2655,2015-07-01,2,5,183,3,1,1,5,At-Risk
2656,2015-12-16,5,10,15,5,4,3,12,Loyal
2657,2015-05-21,2,6,224,2,1,2,5,Churned
2658,2015-10-16,2,7,76,4,1,2,7,Potential
2659,2015-12-08,5,16,23,5,4,5,14,Champion
2660,2014-09-11,2,4,476,1,1,1,3,Churned
2661,2015-05-01,4,8,244,2,3,2,7,Potential
2662,2014-12-05,3,6,391,1,2,2,5,Churned
2663,2015-10-21,9,27,71,4,5,5,14,Champion
2664,2015-09-20,3,8,102,4,2,2,8,Potential
2665,2015-04-13,2,4,262,2,1,1,4,Churned
2666,2015-12-14,7,16,17,5,5,5,15,Champion
2667,2015-06-16,2,5,198,2,1,1,4,Churned
2668,2014-12-01,1,2,395,1,1,1,3,Churned
2669,2015-09-24,4,11,98,4,3,4,11,Loyal
2670,2015-04-29,2,6,246,2,1,2,5,Churned
2671,2015-07-27,4,8,157,3,3,2,8,Potential
2672,2015-11-26,5,12,35,5,4,4,13,Champion
2673,2015-12-10,4,8,21,5,3,3,11,Loyal
2674,2014-09-03,3,6,484,1,2,2,5,Churned
2675,2015-09-15,3,7,107,3,2,2,7,Potential
2676,2015-11-07,5,14,54,4,4,4,12,Loyal
2677,2015-12-23,2,6,8,5,1,2,8,Potential
2678,2015-11-28,4,11,33,5,3,4,12,Loyal
2679,2014-12-16,3,6,380,1,2,2,5,Churned
2680,2015-08-11,4,8,142,3,3,3,9,Potential
2681,2015-05-02,3,6,243,2,2,2,6,Churned
2682,2015-12-01,5,11,30,5,4,4,13,Champion
2683,2015-08-11,3,8,142,3,2,3,8,Potential
2684,2015-01-11,1,3,354,1,1,1,3,Churned
2685,2015-10-07,5,12,85,4,4,4,12,Loyal
2686,2014-12-20,2,4,376,1,1,1,3,Churned
2687,2015-09-14,4,16,108,3,3,5,11,Loyal
2688,2015-11-22,5,13,39,5,4,4,13,Champion
2689,2015-04-30,4,15,245,2,3,5,10,Loyal
2690,2015-11-04,7,17,57,4,5,5,14,Champion
2691,2015-11-04,5,10,57,4,4,3,11,Loyal
2692,2015-10-09,3,10,83,4,2,3,9,Potential
2693,2015-11-02,4,11,59,4,3,4,11,Loyal
2694,2015-11-24,6,19,37,5,5,5,15,Champion
2695,2015-07-04,3,8,180,3,2,3,8,Potential
2696,2015-09-02,5,11,120,3,4,4,11,Loyal
2697,2014-07-07,2,4,542,1,1,1,3,Churned
2698,2015-01-24,3,8,341,1,2,3,6,Churned
2699,2015-11-28,5,10,33,5,4,3,12,Loyal
2700,2015-11-15,4,9,46,5,3,3,11,Loyal
2701,2014-08-16,5,11,502,1,4,4,9,Potential
2702,2015-05-27,4,9,218,2,3,3,8,Potential
2703,2015-09-21,4,9,101,4,3,3,10,Loyal
2704,2015-11-18,2,6,43,5,1,2,8,Potential
2705,2015-11-16,3,6,45,5,2,2,9,Potential
2706,2015-10-03,8,23,89,4,5,5,14,Champion
2707,2015-10-18,7,17,74,4,5,5,14,Champion
2708,2015-02-17,2,6,317,2,1,2,5,Churned
2709,2015-08-20,4,11,133,3,3,4,10,Loyal
2710,2015-10-14,2,4,78,4,1,1,6,At-Risk
2711,2015-09-13,3,14,109,3,2,4,9,Potential
2712,2015-09-26,5,13,96,4,4,4,12,Loyal
2713,2015-08-18,5,10,135,3,4,3,10,Loyal
2714,2015-03-15,1,2,291,2,1,1,4,Churned
2715,2015-07-06,6,15,178,3,5,5,13,Champion
2716,2015-09-23,7,16,99,4,5,5,14,Champion
2717,2014-01-02,1,2,728,1,1,1,3,Churned
2718,2015-06-12,8,20,202,2,5,5,12,Loyal
2719,2015-05-30,5,14,215,2,4,4,10,Loyal
2720,2014-06-26,1,2,553,1,1,1,3,Churned
2721,2015-08-10,2,6,143,3,1,2,6,At-Risk
2722,2014-11-13,2,4,413,1,1,1,3,Churned
2723,2015-11-03,4,10,58,4,3,3,10,Loyal
2724,2015-04-30,2,6,245,2,1,2,5,Churned
2725,2014-01-27,2,4,703,1,1,1,3,Churned
2726,2014-11-30,4,8,396,1,3,3,7,Potential
2727,2015-12-15,5,10,16,5,4,3,12,Loyal
2728,2015-11-28,2,5,33,5,1,1,7,Potential
2729,2015-09-24,7,18,98,4,5,5,14,Champion
2730,2015-11-10,4,11,51,4,3,4,11,Loyal
2731,2015-04-11,2,4,264,2,1,1,4,Churned
2732,2015-04-02,4,10,273,2,3,3,8,Potential
2733,2015-07-22,3,6,162,3,2,2,7,Potential
2734,2015-03-30,1,3,276,2,1,1,4,Churned
2735,2015-06-01,1,2,213,2,1,1,4,Churned
2736,2015-12-26,7,23,5,5,5,5,15,Champion
2737,2014-12-26,2,6,370,1,1,2,4,Churned
2738,2015-11-09,7,21,52,4,5,5,14,Champion
2739,2015-09-19,2,4,103,4,1,1,6,At-Risk
2740,2015-07-02,2,4,182,3,1,1,5,At-Risk
2741,2015-09-28,4,12,94,4,3,4,11,Loyal
2742,2015-10-10,3,9,82,4,2,3,9,Potential
2743,2015-08-10,7,17,143,3,5,5,13,Champion
2744,2015-05-19,3,8,226,2,2,3,7,Potential
2745,2015-04-29,6,15,246,2,5,5,12,Loyal
2746,2015-05-29,7,15,216,2,5,5,12,Loyal
2747,2015-08-30,6,12,123,3,5,4,12,Loyal
2748,2014-04-02,1,2,638,1,1,1,3,Churned
2749,2015-06-22,3,7,192,2,2,2,6,Churned
2750,2015-09-14,3,8,108,3,2,3,8,Potential
2751,2015-02-03,5,12,331,1,4,4,9,Potential
2752,2015-10-10,1,2,82,4,1,1,6,At-Risk
2753,2015-09-08,3,8,114,3,2,3,8,Potential
2754,2015-05-02,3,10,243,2,2,3,7,Potential
2755,2015-05-17,6,15,228,2,5,5,12,Loyal
2756,2015-11-23,4,10,38,5,3,3,11,Loyal
2757,2015-12-16,3,10,15,5,2,3,10,Loyal
2758,2015-11-19,9,20,42,5,5,5,15,Champion
2759,2015-07-27,1,2,157,3,1,1,5,At-Risk
2760,2015-08-08,9,23,145,3,5,5,13,Champion
2761,2015-04-25,6,15,250,2,5,5,12,Loyal
2762,2015-12-18,4,9,13,5,3,3,11,Loyal
2763,2015-02-13,4,10,321,2,3,3,8,Potential
2764,2015-12-28,6,13,3,5,5,4,14,Champion
2765,2015-11-30,5,12,31,5,4,4,13,Champion
2766,2015-08-19,3,7,134,3,2,2,7,Potential
2767,2015-01-27,1,5,338,1,1,1,3,Churned
2768,2015-01-01,2,7,364,1,1,2,4,Churned
2769,2015-07-31,5,12,153,3,4,4,11,Loyal
2770,2015-07-15,2,5,169,3,1,1,5,At-Risk
2771,2015-08-26,3,7,127,3,2,2,7,Potential
2772,2015-12-04,7,16,27,5,5,5,15,Champion
2773,2014-05-30,1,2,580,1,1,1,3,Churned
2774,2015-10-28,3,7,64,4,2,2,8,Potential
2775,2015-11-06,4,10,55,4,3,3,10,Loyal
2776,2014-05-14,2,4,596,1,1,1,3,Churned
2777,2015-06-01,4,10,213,2,3,3,8,Potential
2778,2014-06-29,4,9,550,1,3,3,7,Potential
2779,2015-12-27,6,22,4,5,5,5,15,Champion
2780,2015-10-11,2,6,81,4,1,2,7,Potential
2781,2015-06-01,6,13,213,2,5,4,11,Loyal
2782,2015-06-09,3,9,205,2,2,3,7,Potential
2783,2015-03-31,1,2,275,2,1,1,4,Churned
2784,2015-11-13,5,13,48,4,4,4,12,Loyal
2785,2015-10-18,5,10,74,4,4,3,11,Loyal
2786,2015-03-25,3,7,281,2,2,2,6,Churned
2787,2015-06-24,6,16,190,2,5,5,12,Loyal
2788,2015-09-03,4,9,119,3,3,3,9,Potential
2789,2015-06-01,8,23,213,2,5,5,12,Loyal
2790,2015-12-30,3,8,1,5,2,3,10,Loyal
2791,2014-11-21,1,2,405,1,1,1,3,Churned
2792,2015-10-24,4,15,68,4,3,5,12,Loyal
2794,2015-09-29,7,18,93,4,5,5,14,Champion
2795,2015-05-06,5,12,239,2,4,4,10,Loyal
2796,2015-10-17,5,12,75,4,4,4,12,Loyal
2797,2015-09-12,2,5,110,3,1,1,5,At-Risk
2798,2015-08-22,4,8,131,3,3,3,9,Potential
2799,2015-09-10,8,21,112,3,5,5,13,Champion
2800,2015-10-02,5,13,90,4,4,4,12,Loyal
2801,2014-10-10,4,8,447,1,3,3,7,Potential
2802,2014-12-15,4,8,381,1,3,3,7,Potential
2803,2014-10-26,5,11,431,1,4,4,9,Potential
2804,2015-01-18,4,9,347,1,3,3,7,Potential
2805,2015-08-30,4,11,123,3,3,4,10,Loyal
2806,2014-04-06,4,10,634,1,3,3,7,Potential
2807,2015-07-03,4,11,181,3,3,4,10,Loyal
2808,2015-05-05,3,6,240,2,2,2,6,Churned
2809,2015-04-10,2,6,265,2,1,2,5,Churned
2810,2015-12-30,6,17,1,5,5,5,15,Champion
2811,2015-02-23,6,20,311,2,5,5,12,Loyal
2812,2014-12-08,2,4,388,1,1,1,3,Churned
2813,2015-11-16,5,16,45,5,4,5,14,Champion
2814,2015-10-21,7,17,71,4,5,5,14,Champion
2815,2015-09-10,4,8,112,3,3,3,9,Potential
2816,2015-10-11,8,24,81,4,5,5,14,Champion
2817,2015-12-22,3,10,9,5,2,3,10,Loyal
2818,2015-11-22,3,6,39,5,2,2,9,Potential
2820,2014-11-24,1,2,402,1,1,1,3,Churned
2822,2015-12-18,2,4,13,5,1,1,7,Potential
2823,2014-10-17,2,5,440,1,1,1,3,Churned
2824,2015-12-07,3,9,24,5,2,3,10,Loyal
2825,2015-12-29,5,10,2,5,4,3,12,Loyal
2826,2014-09-04,1,2,483,1,1,1,3,Churned
2827,2015-10-31,2,8,61,4,1,3,8,Potential
2828,2014-02-01,1,2,698,1,1,1,3,Churned
2829,2015-12-19,3,10,12,5,2,3,10,Loyal
2830,2015-06-22,4,11,192,2,3,4,9,Potential
2831,2015-01-06,4,9,359,1,3,3,7,Potential
2832,2015-11-02,5,11,59,4,4,4,12,Loyal
2833,2015-08-14,1,4,139,3,1,1,5,At-Risk
2834,2015-12-26,4,10,5,5,3,3,11,Loyal
2835,2015-10-09,7,19,83,4,5,5,14,Champion
2836,2015-12-29,5,12,2,5,4,4,13,Champion
2837,2015-09-19,5,11,103,4,4,4,12,Loyal
2838,2015-11-10,3,7,51,4,2,2,8,Potential
2839,2015-10-31,3,8,61,4,2,3,9,Potential
2840,2015-08-07,6,15,146,3,5,5,13,Champion
2841,2015-12-20,1,2,11,5,1,1,7,Potential
2842,2015-07-29,2,4,155,3,1,1,5,At-Risk
2843,2015-12-14,4,9,17,5,3,3,11,Loyal
2844,2015-05-21,1,2,224,2,1,1,4,Churned
2845,2015-10-01,2,4,91,4,1,1,6,At-Risk
2846,2015-09-23,3,6,99,4,2,2,8,Potential
2847,2015-11-23,6,13,38,5,5,4,14,Champion
2848,2015-11-15,2,4,46,5,1,1,7,Potential
2849,2015-11-24,5,11,37,5,4,4,13,Champion
2850,2015-03-27,4,9,279,2,3,3,8,Potential
2851,2015-09-16,9,29,106,3,5,5,13,Champion
2852,2015-06-08,1,2,206,2,1,1,4,Churned
2853,2014-11-17,2,5,409,1,1,1,3,Churned
2854,2015-02-08,4,11,326,1,3,4,8,Potential
2855,2015-11-08,8,23,53,4,5,5,14,Champion
2856,2015-08-21,2,4,132,3,1,1,5,At-Risk
2857,2015-04-18,6,15,257,2,5,5,12,Loyal
2858,2014-08-24,1,3,494,1,1,1,3,Churned
2859,2015-02-11,2,4,323,2,1,1,4,Churned
2860,2015-12-20,6,14,11,5,5,4,14,Champion
2861,2015-12-02,5,12,29,5,4,4,13,Champion
2862,2015-08-08,3,6,145,3,2,2,7,Potential
2863,2014-07-07,3,7,542,1,2,2,5,Churned
2864,2015-08-03,4,10,150,3,3,3,9,Potential
2865,2015-11-04,3,8,57,4,2,3,9,Potential
2866,2014-04-16,1,2,624,1,1,1,3,Churned
2867,2015-12-23,5,15,8,5,4,5,14,Champion
2868,2015-12-04,8,21,27,5,5,5,15,Champion
2869,2015-12-10,4,14,21,5,3,4,12,Loyal
2870,2015-10-25,5,13,67,4,4,4,12,Loyal
2871,2015-12-20,4,8,11,5,3,3,11,Loyal
2872,2015-09-19,3,8,103,4,2,3,9,Potential
2873,2015-09-03,6,16,119,3,5,5,13,Champion
2874,2015-09-09,4,16,113,3,3,5,11,Loyal
2875,2015-11-01,3,7,60,4,2,2,8,Potential
2876,2015-10-30,5,12,62,4,4,4,12,Loyal
2877,2015-04-10,2,6,265,2,1,2,5,Churned
2878,2014-11-04,2,4,422,1,1,1,3,Churned
2879,2015-12-28,5,13,3,5,4,4,13,Champion
2880,2015-11-03,3,8,58,4,2,3,9,Potential
2881,2014-06-01,2,4,578,1,1,1,3,Churned
2882,2015-06-25,4,11,189,3,3,4,10,Loyal
2883,2015-10-12,4,10,80,4,3,3,10,Loyal
2884,2015-12-28,4,8,3,5,3,3,11,Loyal
2885,2015-11-19,5,14,42,5,4,4,13,Champion
2886,2014-12-12,2,4,384,1,1,1,3,Churned
2887,2015-01-17,2,4,348,1,1,1,3,Churned
2888,2015-12-20,4,9,11,5,3,3,11,Loyal
2889,2015-01-20,1,2,345,1,1,1,3,Churned
2890,2015-04-26,2,6,249,2,1,2,5,Churned
2891,2015-07-02,1,5,182,3,1,1,5,At-Risk
2892,2014-11-20,2,5,406,1,1,1,3,Churned
2893,2015-12-12,5,11,19,5,4,4,13,Champion
2894,2015-03-14,1,2,292,2,1,1,4,Churned
2895,2015-08-14,1,3,139,3,1,1,5,At-Risk
2897,2015-01-27,3,6,338,1,2,2,5,Churned
2898,2014-07-23,3,7,526,1,2,2,5,Churned
2899,2015-11-24,4,11,37,5,3,4,12,Loyal
2900,2015-04-11,4,12,264,2,3,4,9,Potential
2901,2014-08-09,4,8,509,1,3,3,7,Potential
2902,2015-08-16,3,7,137,3,2,2,7,Potential
2903,2015-08-08,3,12,145,3,2,4,9,Potential
2904,2015-09-17,4,10,105,4,3,3,10,Loyal
2905,2015-10-22,2,6,70,4,1,2,7,Potential
2906,2015-07-08,5,11,176,3,4,4,11,Loyal
2907,2014-12-19,7,17,377,1,5,5,11,Loyal
2908,2015-03-15,3,8,291,2,2,3,7,Potential
2909,2015-05-08,5,11,237,2,4,4,10,Loyal
2910,2015-12-04,5,15,27,5,4,5,14,Champion
2911,2015-07-14,2,4,170,3,1,1,5,At-Risk
2912,2015-01-28,5,11,337,1,4,4,9,Potential
2913,2015-07-04,2,4,180,3,1,1,5,At-Risk
2914,2015-11-30,4,9,31,5,3,3,11,Loyal
2915,2014-11-04,2,4,422,1,1,1,3,Churned
2916,2015-06-13,4,15,201,2,3,5,10,Loyal
2917,2014-05-27,2,6,583,1,1,2,4,Churned
2918,2015-12-11,8,21,20,5,5,5,15,Champion
2919,2015-06-30,2,4,184,3,1,1,5,At-Risk
2920,2015-10-11,5,11,81,4,4,4,12,Loyal
2921,2014-11-27,3,9,399,1,2,3,6,Churned
2922,2015-12-26,3,6,5,5,2,2,9,Potential
2923,2014-11-02,2,5,424,1,1,1,3,Churned
2924,2015-11-19,4,11,42,5,3,4,12,Loyal
2925,2015-12-11,7,16,20,5,5,5,15,Champion
2926,2015-11-08,3,7,53,4,2,2,8,Potential
2927,2015-02-03,5,10,331,1,4,3,8,Potential
2928,2015-09-22,4,9,100,4,3,3,10,Loyal
2929,2014-10-22,2,4,435,1,1,1,3,Churned
2930,2015-03-23,4,14,283,2,3,4,9,Potential
2931,2014-07-05,1,3,544,1,1,1,3,Churned
2932,2015-03-20,4,17,286,2,3,5,10,Loyal
2933,2015-04-06,2,8,269,2,1,3,6,Churned
2934,2015-09-13,4,9,109,3,3,3,9,Potential
2935,2015-01-09,4,10,356,1,3,3,7,Potential
2936,2015-06-08,2,5,206,2,1,1,4,Churned
2937,2015-07-31,7,17,153,3,5,5,13,Champion
2938,2015-06-25,3,7,189,3,2,2,7,Potential
2939,2015-08-03,3,8,150,3,2,3,8,Potential
2940,2015-11-07,4,11,54,4,3,4,11,Loyal
2941,2015-10-03,6,12,89,4,5,4,13,Champion
2942,2015-02-01,3,12,333,1,2,4,7,Potential
2943,2015-06-20,4,8,194,2,3,3,8,Potential
2944,2015-02-01,4,14,333,1,3,4,8,Potential
2945,2015-07-19,2,5,165,3,1,1,5,At-Risk
2946,2015-11-04,8,18,57,4,5,5,14,Champion
2947,2015-07-16,3,7,168,3,2,2,7,Potential
2948,2015-06-19,4,10,195,2,3,3,8,Potential
2949,2014-06-01,2,5,578,1,1,1,3,Churned
2950,2015-10-10,6,15,82,4,5,5,14,Champion
2951,2015-12-22,3,7,9,5,2,2,9,Potential
2952,2015-11-25,5,15,36,5,4,5,14,Champion
2953,2015-01-04,1,3,361,1,1,1,3,Churned
2954,2015-06-05,3,7,209,2,2,2,6,Churned
2955,2015-06-06,6,15,208,2,5,5,12,Loyal
2956,2015-12-02,5,11,29,5,4,4,13,Champion
2957,2015-11-27,7,19,34,5,5,5,15,Champion
2958,2015-06-14,5,10,200,2,4,3,9,Potential
2960,2015-12-19,9,26,12,5,5,5,15,Champion
2961,2015-11-16,6,20,45,5,5,5,15,Champion
2962,2015-04-26,4,9,249,2,3,3,8,Potential
2963,2014-05-27,2,4,583,1,1,1,3,Churned
2964,2015-08-11,5,12,142,3,4,4,11,Loyal
2965,2014-06-07,2,6,572,1,1,2,4,Churned
2966,2014-11-26,2,6,400,1,1,2,4,Churned
2967,2015-02-06,3,6,328,1,2,2,5,Churned
2968,2015-10-17,1,2,75,4,1,1,6,At-Risk
2969,2015-12-08,4,8,23,5,3,3,11,Loyal
2970,2015-12-30,2,7,1,5,1,2,8,Potential
2971,2015-01-27,3,7,338,1,2,2,5,Churned
2972,2015-05-21,2,10,224,2,1,3,6,Churned
2973,2014-12-13,5,12,383,1,4,4,9,Potential
2974,2015-12-26,4,9,5,5,3,3,11,Loyal
2975,2015-10-24,5,13,68,4,4,4,12,Loyal
2976,2015-06-02,2,5,212,2,1,1,4,Churned
2977,2015-11-16,4,12,45,5,3,4,12,Loyal
2978,2015-11-25,5,19,36,5,4,5,14,Champion
2979,2015-08-09,4,10,144,3,3,3,9,Potential
2980,2015-04-27,3,7,248,2,2,2,6,Churned
2981,2015-12-03,4,9,28,5,3,3,11,Loyal
2982,2015-06-25,5,12,189,3,4,4,11,Loyal
2983,2015-09-11,2,4,111,3,1,1,5,At-Risk
2984,2015-02-24,4,11,310,2,3,4,9,Potential
2985,2015-05-29,2,6,216,2,1,2,5,Churned
2986,2015-05-19,5,17,226,2,4,5,11,Loyal
2987,2014-04-16,1,2,624,1,1,1,3,Churned
2988,2015-10-14,1,2,78,4,1,1,6,At-Risk
2989,2015-01-30,4,12,335,1,3,4,8,Potential
2990,2015-08-12,9,24,141,3,5,5,13,Champion
2991,2015-02-16,5,12,318,2,4,4,10,Loyal
2992,2015-11-09,1,3,52,4,1,1,6,At-Risk
2993,2015-05-05,6,15,240,2,5,5,12,Loyal
2994,2014-07-12,2,6,537,1,1,2,4,Churned
2995,2015-02-18,2,5,316,2,1,1,4,Churned
2996,2015-09-26,6,14,96,4,5,4,13,Champion
2997,2015-12-30,5,16,1,5,4,5,14,Champion
2998,2015-07-14,2,5,170,3,1,1,5,At-Risk
2999,2015-08-03,3,8,150,3,2,3,8,Potential
3000,2014-08-22,1,2,496,1,1,1,3,Churned
3001,2015-12-24,2,4,7,5,1,1,7,Potential
3002,2015-08-13,5,17,140,3,4,5,12,Loyal
3003,2014-05-08,3,6,602,1,2,2,5,Churned
3004,2015-02-10,2,4,324,2,1,1,4,Churned
3005,2015-07-12,5,11,172,3,4,4,11,Loyal
3006,2015-12-27,3,7,4,5,2,2,9,Potential
3007,2014-12-02,2,4,394,1,1,1,3,Churned
3008,2014-07-09,2,5,540,1,1,1,3,Churned
3009,2015-08-14,6,14,139,3,5,4,12,Loyal
3010,2015-08-14,5,11,139,3,4,4,11,Loyal
3011,2015-06-22,5,11,192,2,4,4,10,Loyal
3012,2015-09-20,3,6,102,4,2,2,8,Potential
3013,2015-08-21,5,13,132,3,4,4,11,Loyal
3014,2015-11-11,5,17,50,4,4,5,13,Champion
3015,2015-10-10,4,10,82,4,3,3,10,Loyal
3016,2015-12-01,3,7,30,5,2,2,9,Potential
3017,2015-09-28,3,6,94,4,2,2,8,Potential
3018,2015-06-27,3,6,187,3,2,2,7,Potential
3019,2015-12-19,2,5,12,5,1,1,7,Potential
